"","time","avg.parasites","alive.or.dead","resistance.level","sim.num"
"9663",14,13.1630434782609,"alive","Higher Infection Resistance","77"
"9664",15,13.0333333333333,"alive","Higher Infection Resistance","77"
"9665",16,12.8876404494382,"alive","Higher Infection Resistance","77"
"9666",17,12.6966292134831,"alive","Higher Infection Resistance","77"
"9667",18,12.4367816091954,"alive","Higher Infection Resistance","77"
"9668",19,12.3333333333333,"alive","Higher Infection Resistance","77"
"9669",20,12.1954022988506,"alive","Higher Infection Resistance","77"
"9700",1,18.98,"alive","Higher Clearance","77"
"9701",2,17.0505050505051,"alive","Higher Clearance","77"
"9702",3,15.2551020408163,"alive","Higher Clearance","77"
"9703",4,13.680412371134,"alive","Higher Clearance","77"
"9704",5,12.46875,"alive","Higher Clearance","77"
"9705",6,11.3125,"alive","Higher Clearance","77"
"9706",7,10.2916666666667,"alive","Higher Clearance","77"
"9707",8,9.27083333333333,"alive","Higher Clearance","77"
"9708",9,8.4421052631579,"alive","Higher Clearance","77"
"9709",10,7.65263157894737,"alive","Higher Clearance","77"
"9710",11,6.84210526315789,"alive","Higher Clearance","77"
"9711",12,6.13684210526316,"alive","Higher Clearance","77"
"9712",13,5.45263157894737,"alive","Higher Clearance","77"
"9713",14,4.78947368421053,"alive","Higher Clearance","77"
"9714",15,4.30851063829787,"alive","Higher Clearance","77"
"9715",16,4.07446808510638,"alive","Higher Clearance","77"
"9716",17,3.6063829787234,"alive","Higher Clearance","77"
"9717",18,3.35106382978723,"alive","Higher Clearance","77"
"9718",19,2.97872340425532,"alive","Higher Clearance","77"
"9719",20,2.69148936170213,"alive","Higher Clearance","77"
"9775",1,14.65,"alive","Higher Infection Resistance","78"
"9776",2,14.46,"alive","Higher Infection Resistance","78"
"9777",3,14.2755102040816,"alive","Higher Infection Resistance","78"
"9778",4,14.0612244897959,"alive","Higher Infection Resistance","78"
"9779",5,13.9183673469388,"alive","Higher Infection Resistance","78"
"9780",6,13.7835051546392,"alive","Higher Infection Resistance","78"
"9781",7,13.6354166666667,"alive","Higher Infection Resistance","78"
"9782",8,13.4791666666667,"alive","Higher Infection Resistance","78"
"9783",9,13.3333333333333,"alive","Higher Infection Resistance","78"
"9784",10,13.2526315789474,"alive","Higher Infection Resistance","78"
"9785",11,13.1368421052632,"alive","Higher Infection Resistance","78"
"9786",12,12.9894736842105,"alive","Higher Infection Resistance","78"
"9787",13,12.8297872340426,"alive","Higher Infection Resistance","78"
"9788",14,12.6195652173913,"alive","Higher Infection Resistance","78"
"9789",15,12.5824175824176,"alive","Higher Infection Resistance","78"
"9790",16,12.4615384615385,"alive","Higher Infection Resistance","78"
"9791",17,12.3406593406593,"alive","Higher Infection Resistance","78"
"9792",18,12.2222222222222,"alive","Higher Infection Resistance","78"
"9793",19,12.1011235955056,"alive","Higher Infection Resistance","78"
"9794",20,11.9662921348315,"alive","Higher Infection Resistance","78"
"9825",1,18.46,"alive","Higher Clearance","78"
"9826",2,16.4591836734694,"alive","Higher Clearance","78"
"9827",3,14.53125,"alive","Higher Clearance","78"
"9828",4,13.1789473684211,"alive","Higher Clearance","78"
"9829",5,11.8526315789474,"alive","Higher Clearance","78"
"9830",6,10.6914893617021,"alive","Higher Clearance","78"
"9831",7,9.48936170212766,"alive","Higher Clearance","78"
"9832",8,8.44086021505376,"alive","Higher Clearance","78"
"9833",9,7.65591397849462,"alive","Higher Clearance","78"
"9834",10,6.93548387096774,"alive","Higher Clearance","78"
"9835",11,6.37634408602151,"alive","Higher Clearance","78"
"9836",12,5.74193548387097,"alive","Higher Clearance","78"
"9837",13,5.06451612903226,"alive","Higher Clearance","78"
"9838",14,4.39784946236559,"alive","Higher Clearance","78"
"9839",15,3.94623655913978,"alive","Higher Clearance","78"
"9840",16,3.46739130434783,"alive","Higher Clearance","78"
"9841",17,3.17391304347826,"alive","Higher Clearance","78"
"9842",18,2.94565217391304,"alive","Higher Clearance","78"
"9843",19,2.60869565217391,"alive","Higher Clearance","78"
"9844",20,2.35869565217391,"alive","Higher Clearance","78"
"9899",1,14.44,"alive","Higher Infection Resistance","79"
"9900",2,14.2755102040816,"alive","Higher Infection Resistance","79"
"9901",3,14.0618556701031,"alive","Higher Infection Resistance","79"
"9902",4,13.8969072164948,"alive","Higher Infection Resistance","79"
"9903",5,13.65625,"alive","Higher Infection Resistance","79"
"9904",6,13.5729166666667,"alive","Higher Infection Resistance","79"
"9905",7,13.468085106383,"alive","Higher Infection Resistance","79"
"9906",8,13.3870967741935,"alive","Higher Infection Resistance","79"
"9907",9,13.1304347826087,"alive","Higher Infection Resistance","79"
"9908",10,12.9891304347826,"alive","Higher Infection Resistance","79"
"9909",11,12.8791208791209,"alive","Higher Infection Resistance","79"
"9910",12,12.7444444444444,"alive","Higher Infection Resistance","79"
"9911",13,12.5909090909091,"alive","Higher Infection Resistance","79"
"9912",14,12.4431818181818,"alive","Higher Infection Resistance","79"
"9913",15,12.2613636363636,"alive","Higher Infection Resistance","79"
"9914",16,12.1264367816092,"alive","Higher Infection Resistance","79"
"9915",17,12.0116279069767,"alive","Higher Infection Resistance","79"
"9916",18,12,"alive","Higher Infection Resistance","79"
"9917",19,11.8690476190476,"alive","Higher Infection Resistance","79"
"9918",20,11.6785714285714,"alive","Higher Infection Resistance","79"
"9949",1,18.56,"alive","Higher Clearance","79"
"9950",2,16.6632653061224,"alive","Higher Clearance","79"
"9951",3,14.7857142857143,"alive","Higher Clearance","79"
"9952",4,13.1030927835052,"alive","Higher Clearance","79"
"9953",5,11.8736842105263,"alive","Higher Clearance","79"
"9954",6,10.563829787234,"alive","Higher Clearance","79"
"9955",7,9.54255319148936,"alive","Higher Clearance","79"
"9956",8,8.45161290322581,"alive","Higher Clearance","79"
"9957",9,7.65934065934066,"alive","Higher Clearance","79"
"9958",10,6.92307692307692,"alive","Higher Clearance","79"
"9959",11,6.25274725274725,"alive","Higher Clearance","79"
"9960",12,5.72527472527473,"alive","Higher Clearance","79"
"9961",13,5.14285714285714,"alive","Higher Clearance","79"
"9962",14,4.67032967032967,"alive","Higher Clearance","79"
"9963",15,4.23076923076923,"alive","Higher Clearance","79"
"9964",16,3.9010989010989,"alive","Higher Clearance","79"
"9965",17,3.47252747252747,"alive","Higher Clearance","79"
"9966",18,3.03296703296703,"alive","Higher Clearance","79"
"9967",19,2.71428571428571,"alive","Higher Clearance","79"
"9968",20,2.45054945054945,"alive","Higher Clearance","79"
"10030",1,14.5,"alive","Higher Infection Resistance","80"
"10031",2,14.3737373737374,"alive","Higher Infection Resistance","80"
"10032",3,14.1134020618557,"alive","Higher Infection Resistance","80"
"10033",4,14.0105263157895,"alive","Higher Infection Resistance","80"
"10034",5,13.9052631578947,"alive","Higher Infection Resistance","80"
"10035",6,13.6736842105263,"alive","Higher Infection Resistance","80"
"10036",7,13.5368421052632,"alive","Higher Infection Resistance","80"
"10037",8,13.3368421052632,"alive","Higher Infection Resistance","80"
"10038",9,13.2,"alive","Higher Infection Resistance","80"
"10039",10,13.0526315789474,"alive","Higher Infection Resistance","80"
"10040",11,12.9473684210526,"alive","Higher Infection Resistance","80"
"10041",12,12.8,"alive","Higher Infection Resistance","80"
"10042",13,12.6315789473684,"alive","Higher Infection Resistance","80"
"10043",14,12.4468085106383,"alive","Higher Infection Resistance","80"
"10044",15,12.3723404255319,"alive","Higher Infection Resistance","80"
"10045",16,12.2446808510638,"alive","Higher Infection Resistance","80"
"10046",17,12.1397849462366,"alive","Higher Infection Resistance","80"
"10047",18,12.0659340659341,"alive","Higher Infection Resistance","80"
"10048",19,11.9450549450549,"alive","Higher Infection Resistance","80"
"10049",20,11.8021978021978,"alive","Higher Infection Resistance","80"
"10080",1,18.21,"alive","Higher Clearance","80"
"10081",2,16.4343434343434,"alive","Higher Clearance","80"
"10082",3,14.659793814433,"alive","Higher Clearance","80"
"10083",4,13.319587628866,"alive","Higher Clearance","80"
"10084",5,12.1030927835052,"alive","Higher Clearance","80"
"10085",6,10.8854166666667,"alive","Higher Clearance","80"
"10086",7,9.74736842105263,"alive","Higher Clearance","80"
"10087",8,8.88297872340426,"alive","Higher Clearance","80"
"10088",9,8.23404255319149,"alive","Higher Clearance","80"
"10089",10,7.28723404255319,"alive","Higher Clearance","80"
"10090",11,6.50549450549451,"alive","Higher Clearance","80"
"10091",12,5.73626373626374,"alive","Higher Clearance","80"
"10092",13,5.07865168539326,"alive","Higher Clearance","80"
"10093",14,4.68539325842697,"alive","Higher Clearance","80"
"10094",15,4.26966292134831,"alive","Higher Clearance","80"
"10095",16,3.79775280898876,"alive","Higher Clearance","80"
"10096",17,3.42696629213483,"alive","Higher Clearance","80"
"10097",18,3.07865168539326,"alive","Higher Clearance","80"
"10098",19,2.8314606741573,"alive","Higher Clearance","80"
"10099",20,2.52808988764045,"alive","Higher Clearance","80"
"10151",1,14.89,"alive","Higher Infection Resistance","81"
"10152",2,14.72,"alive","Higher Infection Resistance","81"
"10153",3,14.5204081632653,"alive","Higher Infection Resistance","81"
"10154",4,14.3298969072165,"alive","Higher Infection Resistance","81"
"10155",5,14.0618556701031,"alive","Higher Infection Resistance","81"
"10156",6,13.8969072164948,"alive","Higher Infection Resistance","81"
"10157",7,13.8526315789474,"alive","Higher Infection Resistance","81"
"10158",8,13.7052631578947,"alive","Higher Infection Resistance","81"
"10159",9,13.6105263157895,"alive","Higher Infection Resistance","81"
"10160",10,13.5744680851064,"alive","Higher Infection Resistance","81"
"10161",11,13.4787234042553,"alive","Higher Infection Resistance","81"
"10162",12,13.3723404255319,"alive","Higher Infection Resistance","81"
"10163",13,13.2553191489362,"alive","Higher Infection Resistance","81"
"10164",14,13.1489361702128,"alive","Higher Infection Resistance","81"
"10165",15,12.9893617021277,"alive","Higher Infection Resistance","81"
"10166",16,12.8085106382979,"alive","Higher Infection Resistance","81"
"10167",17,12.6021505376344,"alive","Higher Infection Resistance","81"
"10168",18,12.4838709677419,"alive","Higher Infection Resistance","81"
"10169",19,12.3369565217391,"alive","Higher Infection Resistance","81"
"10170",20,12.1868131868132,"alive","Higher Infection Resistance","81"
"10201",1,18.63,"alive","Higher Clearance","81"
"10202",2,16.79,"alive","Higher Clearance","81"
"10203",3,15.24,"alive","Higher Clearance","81"
"10204",4,13.8265306122449,"alive","Higher Clearance","81"
"10205",5,12.5612244897959,"alive","Higher Clearance","81"
"10206",6,11.3571428571429,"alive","Higher Clearance","81"
"10207",7,10.25,"alive","Higher Clearance","81"
"10208",8,9.35416666666667,"alive","Higher Clearance","81"
"10209",9,8.21875,"alive","Higher Clearance","81"
"10210",10,7.59375,"alive","Higher Clearance","81"
"10211",11,6.8125,"alive","Higher Clearance","81"
"10212",12,6.125,"alive","Higher Clearance","81"
"10213",13,5.6875,"alive","Higher Clearance","81"
"10214",14,5.13541666666667,"alive","Higher Clearance","81"
"10215",15,4.61458333333333,"alive","Higher Clearance","81"
"10216",16,4.27083333333333,"alive","Higher Clearance","81"
"10217",17,3.88541666666667,"alive","Higher Clearance","81"
"10218",18,3.48958333333333,"alive","Higher Clearance","81"
"10219",19,3.06315789473684,"alive","Higher Clearance","81"
"10220",20,2.78723404255319,"alive","Higher Clearance","81"
"10274",1,15.01,"alive","Higher Infection Resistance","82"
"10275",2,14.9,"alive","Higher Infection Resistance","82"
"10276",3,14.7857142857143,"alive","Higher Infection Resistance","82"
"10277",4,14.7010309278351,"alive","Higher Infection Resistance","82"
"10278",5,14.5894736842105,"alive","Higher Infection Resistance","82"
"10279",6,14.4526315789474,"alive","Higher Infection Resistance","82"
"10280",7,14.3404255319149,"alive","Higher Infection Resistance","82"
"10281",8,14.1808510638298,"alive","Higher Infection Resistance","82"
"10282",9,14.0760869565217,"alive","Higher Infection Resistance","82"
"10283",10,14.0549450549451,"alive","Higher Infection Resistance","82"
"10284",11,13.9777777777778,"alive","Higher Infection Resistance","82"
"10285",12,13.8539325842697,"alive","Higher Infection Resistance","82"
"10286",13,13.7191011235955,"alive","Higher Infection Resistance","82"
"10287",14,13.5454545454545,"alive","Higher Infection Resistance","82"
"10288",15,13.4659090909091,"alive","Higher Infection Resistance","82"
"10289",16,13.367816091954,"alive","Higher Infection Resistance","82"
"10290",17,13.3139534883721,"alive","Higher Infection Resistance","82"
"10291",18,13.1627906976744,"alive","Higher Infection Resistance","82"
"10292",19,13.0238095238095,"alive","Higher Infection Resistance","82"
"10293",20,12.8690476190476,"alive","Higher Infection Resistance","82"
"10324",1,19.08,"alive","Higher Clearance","82"
"10325",2,16.959595959596,"alive","Higher Clearance","82"
"10326",3,15.3061224489796,"alive","Higher Clearance","82"
"10327",4,13.8061224489796,"alive","Higher Clearance","82"
"10328",5,12.3265306122449,"alive","Higher Clearance","82"
"10329",6,11.0408163265306,"alive","Higher Clearance","82"
"10330",7,9.94845360824742,"alive","Higher Clearance","82"
"10331",8,8.95833333333333,"alive","Higher Clearance","82"
"10332",9,8.10416666666667,"alive","Higher Clearance","82"
"10333",10,7.38947368421053,"alive","Higher Clearance","82"
"10334",11,6.66315789473684,"alive","Higher Clearance","82"
"10335",12,6,"alive","Higher Clearance","82"
"10336",13,5.42105263157895,"alive","Higher Clearance","82"
"10337",14,4.98947368421053,"alive","Higher Clearance","82"
"10338",15,4.56989247311828,"alive","Higher Clearance","82"
"10339",16,4.1505376344086,"alive","Higher Clearance","82"
"10340",17,3.67741935483871,"alive","Higher Clearance","82"
"10341",18,3.35483870967742,"alive","Higher Clearance","82"
"10342",19,3.08602150537634,"alive","Higher Clearance","82"
"10343",20,2.83870967741935,"alive","Higher Clearance","82"
"10405",1,15.14,"alive","Higher Infection Resistance","83"
"10406",2,15.020202020202,"alive","Higher Infection Resistance","83"
"10407",3,14.8163265306122,"alive","Higher Infection Resistance","83"
"10408",4,14.680412371134,"alive","Higher Infection Resistance","83"
"10409",5,14.5979381443299,"alive","Higher Infection Resistance","83"
"10410",6,14.4895833333333,"alive","Higher Infection Resistance","83"
"10411",7,14.3263157894737,"alive","Higher Infection Resistance","83"
"10412",8,14.1789473684211,"alive","Higher Infection Resistance","83"
"10413",9,13.9032258064516,"alive","Higher Infection Resistance","83"
"10414",10,13.7173913043478,"alive","Higher Infection Resistance","83"
"10415",11,13.5714285714286,"alive","Higher Infection Resistance","83"
"10416",12,13.4835164835165,"alive","Higher Infection Resistance","83"
"10417",13,13.3516483516484,"alive","Higher Infection Resistance","83"
"10418",14,13.2921348314607,"alive","Higher Infection Resistance","83"
"10419",15,13.2413793103448,"alive","Higher Infection Resistance","83"
"10420",16,13.1162790697674,"alive","Higher Infection Resistance","83"
"10421",17,12.953488372093,"alive","Higher Infection Resistance","83"
"10422",18,12.8488372093023,"alive","Higher Infection Resistance","83"
"10423",19,12.7441860465116,"alive","Higher Infection Resistance","83"
"10424",20,12.6279069767442,"alive","Higher Infection Resistance","83"
"10455",1,19,"alive","Higher Clearance","83"
"10456",2,16.93,"alive","Higher Clearance","83"
"10457",3,15.11,"alive","Higher Clearance","83"
"10458",4,13.44,"alive","Higher Clearance","83"
"10459",5,12.22,"alive","Higher Clearance","83"
"10460",6,10.96,"alive","Higher Clearance","83"
"10461",7,9.88,"alive","Higher Clearance","83"
"10462",8,8.84,"alive","Higher Clearance","83"
"10463",9,8.05,"alive","Higher Clearance","83"
"10464",10,7.26262626262626,"alive","Higher Clearance","83"
"10465",11,6.60606060606061,"alive","Higher Clearance","83"
"10466",12,6.02020202020202,"alive","Higher Clearance","83"
"10467",13,5.3469387755102,"alive","Higher Clearance","83"
"10468",14,4.77551020408163,"alive","Higher Clearance","83"
"10469",15,4.37755102040816,"alive","Higher Clearance","83"
"10470",16,3.91836734693878,"alive","Higher Clearance","83"
"10471",17,3.57142857142857,"alive","Higher Clearance","83"
"10472",18,3.26530612244898,"alive","Higher Clearance","83"
"10473",19,2.93877551020408,"alive","Higher Clearance","83"
"10474",20,2.59183673469388,"alive","Higher Clearance","83"
"10529",1,14.12,"alive","Higher Infection Resistance","84"
"10530",2,13.9292929292929,"alive","Higher Infection Resistance","84"
"10531",3,13.7525773195876,"alive","Higher Infection Resistance","84"
"10532",4,13.5773195876289,"alive","Higher Infection Resistance","84"
"10533",5,13.46875,"alive","Higher Infection Resistance","84"
"10534",6,13.3854166666667,"alive","Higher Infection Resistance","84"
"10535",7,13.2291666666667,"alive","Higher Infection Resistance","84"
"10536",8,13.0520833333333,"alive","Higher Infection Resistance","84"
"10537",9,12.8736842105263,"alive","Higher Infection Resistance","84"
"10538",10,12.7368421052632,"alive","Higher Infection Resistance","84"
"10539",11,12.5578947368421,"alive","Higher Infection Resistance","84"
"10540",12,12.4210526315789,"alive","Higher Infection Resistance","84"
"10541",13,12.2340425531915,"alive","Higher Infection Resistance","84"
"10542",14,12.0860215053763,"alive","Higher Infection Resistance","84"
"10543",15,12.0108695652174,"alive","Higher Infection Resistance","84"
"10544",16,11.9021739130435,"alive","Higher Infection Resistance","84"
"10545",17,11.8369565217391,"alive","Higher Infection Resistance","84"
"10546",18,11.7282608695652,"alive","Higher Infection Resistance","84"
"10547",19,11.5760869565217,"alive","Higher Infection Resistance","84"
"10548",20,11.3777777777778,"alive","Higher Infection Resistance","84"
"10579",1,18.31,"alive","Higher Clearance","84"
"10580",2,16.48,"alive","Higher Clearance","84"
"10581",3,14.84,"alive","Higher Clearance","84"
"10582",4,13.2551020408163,"alive","Higher Clearance","84"
"10583",5,12.0510204081633,"alive","Higher Clearance","84"
"10584",6,10.8163265306122,"alive","Higher Clearance","84"
"10585",7,9.78571428571429,"alive","Higher Clearance","84"
"10586",8,8.80612244897959,"alive","Higher Clearance","84"
"10587",9,7.73469387755102,"alive","Higher Clearance","84"
"10588",10,6.92783505154639,"alive","Higher Clearance","84"
"10589",11,6.16494845360825,"alive","Higher Clearance","84"
"10590",12,5.60824742268041,"alive","Higher Clearance","84"
"10591",13,5.03092783505155,"alive","Higher Clearance","84"
"10592",14,4.51041666666667,"alive","Higher Clearance","84"
"10593",15,4.125,"alive","Higher Clearance","84"
"10594",16,3.70526315789474,"alive","Higher Clearance","84"
"10595",17,3.25263157894737,"alive","Higher Clearance","84"
"10596",18,2.92631578947368,"alive","Higher Clearance","84"
"10597",19,2.62105263157895,"alive","Higher Clearance","84"
"10598",20,2.34736842105263,"alive","Higher Clearance","84"
"10655",1,14.7,"alive","Higher Infection Resistance","85"
"10656",2,14.58,"alive","Higher Infection Resistance","85"
"10657",3,14.4242424242424,"alive","Higher Infection Resistance","85"
"10658",4,14.2929292929293,"alive","Higher Infection Resistance","85"
"10659",5,14.1030927835052,"alive","Higher Infection Resistance","85"
"10660",6,13.96875,"alive","Higher Infection Resistance","85"
"10661",7,13.8541666666667,"alive","Higher Infection Resistance","85"
"10662",8,13.6842105263158,"alive","Higher Infection Resistance","85"
"10663",9,13.4947368421053,"alive","Higher Infection Resistance","85"
"10664",10,13.3263157894737,"alive","Higher Infection Resistance","85"
"10665",11,13.1382978723404,"alive","Higher Infection Resistance","85"
"10666",12,12.8131868131868,"alive","Higher Infection Resistance","85"
"10667",13,12.6923076923077,"alive","Higher Infection Resistance","85"
"10668",14,12.6,"alive","Higher Infection Resistance","85"
"10669",15,12.4831460674157,"alive","Higher Infection Resistance","85"
"10670",16,12.375,"alive","Higher Infection Resistance","85"
"10671",17,12.046511627907,"alive","Higher Infection Resistance","85"
"10672",18,11.9302325581395,"alive","Higher Infection Resistance","85"
"10673",19,11.8255813953488,"alive","Higher Infection Resistance","85"
"10674",20,11.7176470588235,"alive","Higher Infection Resistance","85"
"10705",1,18.78,"alive","Higher Clearance","85"
"10706",2,17.030303030303,"alive","Higher Clearance","85"
"10707",3,15.2626262626263,"alive","Higher Clearance","85"
"10708",4,13.9090909090909,"alive","Higher Clearance","85"
"10709",5,12.6632653061224,"alive","Higher Clearance","85"
"10710",6,11.3711340206186,"alive","Higher Clearance","85"
"10711",7,9.90425531914894,"alive","Higher Clearance","85"
"10712",8,8.9468085106383,"alive","Higher Clearance","85"
"10713",9,7.91489361702128,"alive","Higher Clearance","85"
"10714",10,7.25531914893617,"alive","Higher Clearance","85"
"10715",11,6.47872340425532,"alive","Higher Clearance","85"
"10716",12,5.80645161290323,"alive","Higher Clearance","85"
"10717",13,5.32258064516129,"alive","Higher Clearance","85"
"10718",14,4.81720430107527,"alive","Higher Clearance","85"
"10719",15,4.25806451612903,"alive","Higher Clearance","85"
"10720",16,3.70967741935484,"alive","Higher Clearance","85"
"10721",17,3.2258064516129,"alive","Higher Clearance","85"
"10722",18,2.8494623655914,"alive","Higher Clearance","85"
"10723",19,2.55913978494624,"alive","Higher Clearance","85"
"10724",20,2.3010752688172,"alive","Higher Clearance","85"
"10783",1,15.04,"alive","Higher Infection Resistance","86"
"10784",2,14.8888888888889,"alive","Higher Infection Resistance","86"
"10785",3,14.6767676767677,"alive","Higher Infection Resistance","86"
"10786",4,14.4387755102041,"alive","Higher Infection Resistance","86"
"10787",5,14.3877551020408,"alive","Higher Infection Resistance","86"
"10788",6,14.2680412371134,"alive","Higher Infection Resistance","86"
"10789",7,14.1134020618557,"alive","Higher Infection Resistance","86"
"10790",8,13.9484536082474,"alive","Higher Infection Resistance","86"
"10791",9,13.7628865979381,"alive","Higher Infection Resistance","86"
"10792",10,13.6288659793814,"alive","Higher Infection Resistance","86"
"10793",11,13.4736842105263,"alive","Higher Infection Resistance","86"
"10794",12,13.3157894736842,"alive","Higher Infection Resistance","86"
"10795",13,13.1075268817204,"alive","Higher Infection Resistance","86"
"10796",14,12.9782608695652,"alive","Higher Infection Resistance","86"
"10797",15,12.8369565217391,"alive","Higher Infection Resistance","86"
"10798",16,12.7934782608696,"alive","Higher Infection Resistance","86"
"10799",17,12.6630434782609,"alive","Higher Infection Resistance","86"
"10800",18,12.5217391304348,"alive","Higher Infection Resistance","86"
"10801",19,12.4505494505495,"alive","Higher Infection Resistance","86"
"10802",20,12.3406593406593,"alive","Higher Infection Resistance","86"
"10833",1,18.63,"alive","Higher Clearance","86"
"10834",2,16.7959183673469,"alive","Higher Clearance","86"
"10835",3,15.1030927835052,"alive","Higher Clearance","86"
"10836",4,13.4270833333333,"alive","Higher Clearance","86"
"10837",5,12.0833333333333,"alive","Higher Clearance","86"
"10838",6,10.8526315789474,"alive","Higher Clearance","86"
"10839",7,9.75531914893617,"alive","Higher Clearance","86"
"10840",8,8.90322580645161,"alive","Higher Clearance","86"
"10841",9,7.91304347826087,"alive","Higher Clearance","86"
"10842",10,7.12087912087912,"alive","Higher Clearance","86"
"10843",11,6.51648351648352,"alive","Higher Clearance","86"
"10844",12,5.93333333333333,"alive","Higher Clearance","86"
"10845",13,5.41573033707865,"alive","Higher Clearance","86"
"10846",14,4.97752808988764,"alive","Higher Clearance","86"
"10847",15,4.46067415730337,"alive","Higher Clearance","86"
"10848",16,3.97752808988764,"alive","Higher Clearance","86"
"10849",17,3.48314606741573,"alive","Higher Clearance","86"
"10850",18,3.12359550561798,"alive","Higher Clearance","86"
"10851",19,2.93258426966292,"alive","Higher Clearance","86"
"10852",20,2.69662921348315,"alive","Higher Clearance","86"
"10914",1,14.98,"alive","Higher Infection Resistance","87"
"10915",2,14.8,"alive","Higher Infection Resistance","87"
"10916",3,14.6836734693878,"alive","Higher Infection Resistance","87"
"10917",4,14.5612244897959,"alive","Higher Infection Resistance","87"
"10918",5,14.4387755102041,"alive","Higher Infection Resistance","87"
"10919",6,14.3333333333333,"alive","Higher Infection Resistance","87"
"10920",7,14.2421052631579,"alive","Higher Infection Resistance","87"
"10921",8,14.1368421052632,"alive","Higher Infection Resistance","87"
"10922",9,14,"alive","Higher Infection Resistance","87"
"10923",10,13.9462365591398,"alive","Higher Infection Resistance","87"
"10924",11,13.8494623655914,"alive","Higher Infection Resistance","87"
"10925",12,13.6153846153846,"alive","Higher Infection Resistance","87"
"10926",13,13.5054945054945,"alive","Higher Infection Resistance","87"
"10927",14,13.4444444444444,"alive","Higher Infection Resistance","87"
"10928",15,13.2444444444444,"alive","Higher Infection Resistance","87"
"10929",16,13.0777777777778,"alive","Higher Infection Resistance","87"
"10930",17,12.9444444444444,"alive","Higher Infection Resistance","87"
"10931",18,12.8666666666667,"alive","Higher Infection Resistance","87"
"10932",19,12.685393258427,"alive","Higher Infection Resistance","87"
"10933",20,12.6516853932584,"alive","Higher Infection Resistance","87"
"10964",1,18.7,"alive","Higher Clearance","87"
"10965",2,16.94,"alive","Higher Clearance","87"
"10966",3,15.46,"alive","Higher Clearance","87"
"10967",4,14.010101010101,"alive","Higher Clearance","87"
"10968",5,12.4183673469388,"alive","Higher Clearance","87"
"10969",6,11.1789473684211,"alive","Higher Clearance","87"
"10970",7,10.031914893617,"alive","Higher Clearance","87"
"10971",8,9.03225806451613,"alive","Higher Clearance","87"
"10972",9,8.23655913978495,"alive","Higher Clearance","87"
"10973",10,7.46739130434783,"alive","Higher Clearance","87"
"10974",11,6.59782608695652,"alive","Higher Clearance","87"
"10975",12,5.97826086956522,"alive","Higher Clearance","87"
"10976",13,5.2967032967033,"alive","Higher Clearance","87"
"10977",14,4.82417582417582,"alive","Higher Clearance","87"
"10978",15,4.23333333333333,"alive","Higher Clearance","87"
"10979",16,3.74444444444444,"alive","Higher Clearance","87"
"10980",17,3.46067415730337,"alive","Higher Clearance","87"
"10981",18,3.16091954022989,"alive","Higher Clearance","87"
"10982",19,2.80459770114943,"alive","Higher Clearance","87"
"10983",20,2.52873563218391,"alive","Higher Clearance","87"
"11043",1,14.91,"alive","Higher Infection Resistance","88"
"11044",2,14.7373737373737,"alive","Higher Infection Resistance","88"
"11045",3,14.5555555555556,"alive","Higher Infection Resistance","88"
"11046",4,14.360824742268,"alive","Higher Infection Resistance","88"
"11047",5,14.2268041237113,"alive","Higher Infection Resistance","88"
"11048",6,14.0833333333333,"alive","Higher Infection Resistance","88"
"11049",7,13.9578947368421,"alive","Higher Infection Resistance","88"
"11050",8,13.8947368421053,"alive","Higher Infection Resistance","88"
"11051",9,13.8191489361702,"alive","Higher Infection Resistance","88"
"11052",10,13.7659574468085,"alive","Higher Infection Resistance","88"
"11053",11,13.6702127659574,"alive","Higher Infection Resistance","88"
"11054",12,13.5425531914894,"alive","Higher Infection Resistance","88"
"11055",13,13.3936170212766,"alive","Higher Infection Resistance","88"
"11056",14,13.2978723404255,"alive","Higher Infection Resistance","88"
"11057",15,13.1489361702128,"alive","Higher Infection Resistance","88"
"11058",16,13.0645161290323,"alive","Higher Infection Resistance","88"
"11059",17,12.9784946236559,"alive","Higher Infection Resistance","88"
"11060",18,12.8695652173913,"alive","Higher Infection Resistance","88"
"11061",19,12.7391304347826,"alive","Higher Infection Resistance","88"
"11062",20,12.554347826087,"alive","Higher Infection Resistance","88"
"11093",1,18.84,"alive","Higher Clearance","88"
"11094",2,16.79,"alive","Higher Clearance","88"
"11095",3,15.010101010101,"alive","Higher Clearance","88"
"11096",4,13.4747474747475,"alive","Higher Clearance","88"
"11097",5,12.2323232323232,"alive","Higher Clearance","88"
"11098",6,11.0510204081633,"alive","Higher Clearance","88"
"11099",7,9.96938775510204,"alive","Higher Clearance","88"
"11100",8,8.97938144329897,"alive","Higher Clearance","88"
"11101",9,8.16666666666667,"alive","Higher Clearance","88"
"11102",10,7.25,"alive","Higher Clearance","88"
"11103",11,6.54166666666667,"alive","Higher Clearance","88"
"11104",12,5.89583333333333,"alive","Higher Clearance","88"
"11105",13,5.26041666666667,"alive","Higher Clearance","88"
"11106",14,4.77083333333333,"alive","Higher Clearance","88"
"11107",15,4.20833333333333,"alive","Higher Clearance","88"
"11108",16,3.72916666666667,"alive","Higher Clearance","88"
"11109",17,3.38541666666667,"alive","Higher Clearance","88"
"11110",18,2.97916666666667,"alive","Higher Clearance","88"
"11111",19,2.65625,"alive","Higher Clearance","88"
"11112",20,2.38541666666667,"alive","Higher Clearance","88"
